AcademicYear,LA,LAEstab,SchoolName,URN
201718,302,3022016,Courtland School,101271
201718,302,3022021,Dollis Infant School,101275
201718,302,3022038,Parkfield Primary School,139633
201718,302,3022042,Monkfrith School,101293
201718,302,3022045,Northside School,101296
201718,302,3022077,The Orion Primary School,131970
201718,302,3022079,Beis Yaakov,133365
201718,302,3024001,The Archer Academy,139594
201718,302,3025200,Dollis Junior School,101355
201718,302,3025407,St. James' Catholic High School,101364
201718,302,3025427,Jewish Community Secondary School,135747
201718,302,3025949,Menorah Foundation School,131359
201718,302,3027009,Oakleigh School,101396
201718,303,3032003,EASTCOTE PRIMARY,142586
201718,303,3032006,GRAVEL HILL PRIMARY SCHOOL,101407
201718,303,3032007,Hillsgrove JM and I School,142295
201718,303,3032008,HOOK LANE PRIMARY SCHOOL,101409
201718,303,3032041,Hope Community School,139561
201718,303,3032044,MAYPLACE PRIMARY SCHOOL,141114
201718,303,3032080,HURST PRIMARY SCHOOL,140243
201718,303,3034001,Townley Grammar School,137769
201718,303,3035401,St Columba's Catholic Boys',138650
201718,303,3035402,Saint Catherine's Catholic School for Girls,137681
201617,303,3036905,The Business Academy Bexley,133769
201718,304,3041000,Curzon Crescent Children's Centre,101489
201718,304,3042006,Byron Court Primary School,101497
201718,304,3042007,Carlton Vale Infants School,101498
201718,304,3042019,MOUNT STEWART INFANT SCHOOL,101501
201718,304,3042022,Gladstone Park Primary School,140833
201718,304,3042041,Roe Green Junior School,101511
201718,304,3042053,"Wykeham Primary School,",101518
201718,304,3042070,Salusbury Primary School,101527
201718,304,3042075,BRAINTCROFT PRIMARY SCHOOL,101532
201718,304,3043301,Christ Church Brondesbury CE P,101533
201718,304,3043509,St Joseph's RC Infant School,101546
201718,304,3043601,SINAI JEWISH PRIMARY SCHOOL,101549
201718,304,3043602,St Mary's Catholic Primary School,131418
201718,304,3044001,Ark Elvin Academy,141019
201718,304,3044033,JFS,133724
201718,304,3045204,Kilburn Park School Foundation,101556
201718,304,3046905,Capital City Academy,134226
201718,304,3046906,Ark Academy,135600
201718,304,3047000,Woodfield School,140796
201718,304,3047005,Phoenix Arch School,101581
201718,305,3052000,Alexandra Junior School,140080
201718,305,3052002,Balgowan Primary School,137216
201516,305,3052007,Hillside Primary School,138574
201718,211,2112917,Bigland Green Primary School,100939
201718,211,2112918,Kobi Nazrul Primary School,100940
201718,211,2112921,William Davis Primary School,100943
201718,211,2113346,Guardian Angels Roman Catholic Primary School,100945
201718,211,2114507,Central Foundation Girls' School,100975
201718,212,2121015,Balham Nursery School & Children's Centre,100990
201718,212,2122003,Oasis Academy Putney,140222
201718,212,2122004,ALDERBROOK PRIMARY SCHOOL,100995
201718,212,2122006,Wandsworth Floreat Primary School,140423
201718,212,2122009,Belleville Wix Academy,144621
201718,212,2122010,Allfarthing Primary School,100996
201718,212,2122107,Chesterton Primary School,101003
201718,212,2122211,Falconbrook Primary School,101006
201718,212,2122217,Fircroft Primary School,101007
201718,212,2122231,Franciscan Primary School,101008
201718,212,2122237,Furzedown Primary,101009
201718,212,2122334,John Burns Primary School,101014
201718,212,2122511,Riversdale Primary,101018
201718,212,2123390,Roehampton CE Primary School,101038
201718,212,2123629,Sacred Heart Catholic Primary Sch.,101050
201718,212,2123636,Our Lady Queen of Heaven,101051
201718,212,2125401,BURNTWOOD SCHOOL,139842
201718,212,2125402,Ark Putney Academy,138681
201718,212,2126905,Ashcroft Technology Academy,135316
201718,212,2127123,Greenmead Primary School,101099
201516,213,2132087,Paddington Green Primary School,101108
201213,213,2132639,Wilberforce Primary School,101114
201718,213,2132799,Hallfield Primary School,101116
201718,213,2132844,Queens Park Primary School,101120
201718,213,2133446,St George's(Hanover Sq)School,101130
201718,213,2133532,St Mary of the Angels Catholic,101137
201718,213,2133590,ST.SAVIOURS SCHOOL,101141
201718,213,2136908,PIMLICO ACADEMY,135676
201718,213,2137184,QUEEN ELIZABETH II SCHOOL,101184
201112,301,3012022,William Bellamy Infants,101201
201718,301,3012042,MARKS GATE INFANTS,101210
201718,301,3012066,HENRY GREEN PRIMARY,101229
201718,301,3012067,RODING PRIMARY,101230
201718,301,3012068,Becontree Primary School,101231
201718,301,3013503,ST PETERS RC PRIMARY SCHOOL,101237
201718,301,3013505,THE ST TERESA CATHOLIC PRIMARY SCH,101238
201718,301,3014006,Greatfields School,142908
201718,301,3014029,The Jo Richardson Community School,133561
201718,301,3014703,All Saints Catholic School,101247
201718,302,3021102,Northgate School,133749
201718,302,3022003,Bell Lane Primary School,101259
201718,302,3022018,Deansbrook Junior School,139489
201718,302,3022019,Deansbrook Infant School,101274
201718,302,3022023,Edgware Primary School,101277
201718,302,3022024,Fairway Primary School,101278
201718,302,3022030,Grasvenor Avenue Infants,138649
201718,302,3022036,Livingstone School,101289
201718,302,3022047,The Hyde School,139817
201718,302,3022048,Millbrook Park CE School,140601
201314,302,3022056,Underhill Junior School,101300
201718,302,3022072,Queenswell Junior School,101313
201718,302,3023302,Christ Church CE Primary School,101316
201718,302,3023305,Monken Hadley CE Primary School,101318
201718,302,3023502,St Agnes RC Primary School,101332
201718,302,3023504,St Catherines R C Primary,101333
201718,302,3023519,Broadfields Primary School,140236
201718,302,3024003,Friern Barnet School,101345
201718,302,3024004,Menorah High School For Girls,142627
201718,302,3024010,The Totteridge Academy,144502
201718,302,3024208,Queen Elizabeth's Girl's School,137131
201718,302,3024752,The Henrietta Barnett School,138051
201718,302,3025201,Osidge Primary School,101356
201718,303,3032009,Upland Primary School,143432
201718,303,3032020,Willow Bank,136932
201314,303,3032026,MAYPLACE PRIMARY SCHOOL,101417
201213,303,3032030,SLADE GREEN JUNIOR SCHOOL,101419
201415,303,3032045,BURNT OAK JUNIOR SCHOOL,101427
201718,303,3033301,HOLY TRINITY LAMORBEY CE SCHOOL,142229
201718,303,3035403,Beths Grammar School,136334
201718,304,3042020,"Uxendon Manor Primary School,",101502
201718,304,3042024,"Kingsbury Green School,",101503
201213,304,3042065,"Kensal Rise Primary School,",101523
201718,304,3043303,Princess Frederica CE VA JMI Sch.,101535
201718,304,3043501,St. Joseph's Catholic Junior School,101539
201718,304,3043510,Our Lady of Grace Catholic Infant School,101547
201718,304,3043603,Avigdor Hirsch Torah Temimah Primary School,131916
201718,304,3045202,Malorees Junior School,101554
201718,304,3045949,Islamia Primary School,101574
201718,305,3052003,Harris Primary Beckenham Green,144287
201718,305,3052004,Churchfields Primary School,101589
201718,305,3052006,Hawes Down Infant School,141784
201718,305,3052027,St John's CE Primary School,140648
201213,305,3052060,Malcolm Primary School,101629
201213,305,3052061,Royston Primary School,101630
201718,210,2103313,Boutcher Church of England Primary School,100822
201718,210,2103468,St John's Walworth CofE Primary School,100831
201718,210,2103476,St Joseph's Catholic Primary School,100833
201718,210,2103573,St Paul's CE Primary School,100838
201718,210,2103669,St Johns Primary School,100841
201718,210,2105201,St Anthony's Catholic Primary School,100852
201718,210,2105403,St Michael's Catholic College,138961
201718,211,2111024,Columbia Market Nursery School,100884
201718,211,2111101,City Gateway,138262
201718,211,2112006,Our Lady & St Joseph,139423
201718,211,2112091,Canon Barnett Primary School,100893
201718,211,2112254,Globe Primary School,100902
201718,211,2112377,Lawdale Junior School,100907
201718,211,2112406,Mayflower Primary School,100913
201718,211,2112432,Mowlem Primary School,100914
201718,211,2112533,Manorfield Primary School,100920
201718,211,2112569,Stewart Headlam Primary School,100923
201718,211,2112828,Thomas Buxton Primary School,100930
201718,211,2112916,Halley Primary School,100938
201718,211,2113411,St Anne's Catholic Primary School,100950
201718,211,2114001,London Enterprise Academy,141133
201718,211,2114002,East London Arts & Music,141095
201718,211,2114005,Mulberry UTC,144756
201718,211,2114024,Bow School,100965
201718,211,2114150,Morpeth School,100967
201213,211,2114900,Cambridge Heath Sixth Form,136096
201718,212,2122541,Sellincourt Primary School,101019
201314,212,2122878,Westbridge Primary School,132070
201718,212,2123486,St Joseph's RC Primary School,101045
201718,212,2124297,Ernest Bevin College,101053
201718,212,2124734,Saint Cecilia's Church of England School,141808
201718,212,2125201,Hillbrook Primary School,101057
201718,212,2125400,Graveney School,137005
201718,212,2127183,Paddock School,101102
200607,212,2127206,The Vines,131833
201718,213,2132244,GATEWAY ACADEMY,140050
201718,213,2133440,ST GABRIEL'S CE PRIMARY,101129
201718,213,2133453,St James & St John Church of England Primary School,101132
201718,213,2134001,Harris Westminster Sixth Form,140939
201718,213,2137000,The St Marylebone C.E.Bridge School,139600
201718,301,3012002,DOROTHY BARLEY JUNIOR SCHOOL,140687
201718,301,3012026,The James Cambell Primary school,144280
201718,301,3012052,LEYS PRIMARY SCHOOL,101216
201718,301,3012063,WILLIAM BELLAMY PRIMARY,101226
201718,301,3012064,PARSLOES PRIMARY,101227
201718,301,3012072,GODWIN PRIMARY,130919
201718,301,3013300,ST.  MARGARET'S Church of England PRIMARY School,144035
201718,301,3013500,ST JOSEPHS RC PRIMARY (BARKING),101235
201718,301,3013506,ST VINCENT'S CATHOLIC PRIMARY,101239
201718,301,3014003,Goresbrook School,140962
201718,301,3014004,The Warren Comprehensive School,141178
201718,302,3021000,Brookhill Nursery School,101251
201718,302,3021003,St Margarets Nursery School,101254
201718,302,3022007,Brookland Junior School,101262
201718,302,3022008,Brookland Infant  & Nursery School,101263
201718,302,3022009,Brunswick Park Primary & Nursery School,101264
201718,302,3022028,Garden Suburb Infant School,101282
201718,302,3022029,Goldbeaters Primary School,101283
201718,302,3022031,Hollickwood JMI School,101285
201718,302,3022032,Holly Park School,101286
201718,302,3022051,Summerside Primary Academy,144653
201617,302,3022052,Summerside Primary School,101297
201718,302,3022055,Tudor School,101299
201718,302,3022067,Chalgrove Primary School,101309
201718,302,3023300,All Saints Primary School,101315
201718,302,3023312,St Mary's School EN4,101324
201718,302,3023511,Blessed Dominic School,101339
201718,302,3023522,Claremont Primary School,142636
201617,302,3024009,The Totteridge Academy,137374
201718,302,3024012,Whitefield School,137361
201718,302,3025401,Queen Elizabeth's School,136290
201718,302,3025402,Mill Hill County High School,137386
201718,302,3025950,Oak Hill School,144784
201718,303,3031102,Bexley Pupil Referral Service - Pathways Short Stay School,135810
200809,303,3032025,Barnes Cray Primary School,101416
201718,303,3032032,Bedonwell Infant/Nrsry School,143866
201213,303,3032040,BELVEDERE JUNIOR SCHOOL,101425
201718,303,3032046,Days Lane Primary & Nrs School,140710
201718,303,3032058,BURSTED WOOD PRIMARY SCHOOL,140443
201718,303,3032059,PARKWAY PRIMARY,101437
201718,303,3032063,JUBILEE PRIMARY SCHOOL,145071
201718,303,3032068,CASTILION PRIMARY SCHOOL,101444
201415,303,3032084,NORMANDY PRIMARY SCHOOL,101450
201718,303,3033008,OLD BEXLEY C OF E PRIMARY,142228
201718,303,3033502,St JOSEPH'S RC PRIMARY SCHOOL,101457
201718,303,3034000,Bexley Grammar School,136369
200708,303,3034007,WESTWOOD COLLEGE,101464
201718,303,3036907,Haberdashers' Aske's Crayford Academy,135951
201718,303,3037003,Westbrooke School,101488
201718,210,2105404,Notre Dame School,100859
201718,210,2106907,Harris Academy Bermondsey,131747
201213,210,2106910,St Michael and All Angels CofE Academy,135375
201718,210,2107126,Haymerle School,100878
201718,211,2111031,Old Church Nursery School,100885
201718,211,2111032,Rachel Keeling Nursery School,100886
201718,211,2112005,Malmesbury Primary School,134160
201718,211,2112281,Harbinger Primary,100904
201718,211,2112441,Blue Gate Fields Infant School,100915
201718,211,2112499,Redlands Primary School,100917
201718,211,2112568,Stebon Primary School,144235
201314,211,2113385,Our Lady RC Primary School,100948
201718,211,2113397,St Agnes RC Primary School,100949
201718,211,2113574,St Pauls Whitechapel CE Primary School,100959
201718,211,2114284,Green Spring Academy Shoreditch,137789
201718,211,2114298,Bishop Challoner Catholic Collegiate School,133289
201718,211,2114722,Sir John Cass' Foundation and Redcoat C of E Secondary School,100977
201718,212,2121101,Francis Barber PRU,100994
201718,212,2121102,Victoria Drive Pupil Referral Unit,132077
201718,212,2122180,Earlsfield Primary,101005
201718,212,2122584,Swaffield Primary,101022
201718,212,2123387,Our Lady of Victories School,101037
201718,212,2123525,Trinity St. Mary's C.E.Primary,101047
201718,212,2123645,Sacred Heart Primary School,131520
201718,213,2132002,Wilberforce Primary School,139824
201213,213,2132113,CHURCHILL  GARDENS CP School,101109
201011,213,2132826,George Eliot Infants School,101118
201718,213,2133539,ST.MATTHEW'S WESTMINSTER,101138
201718,213,2133580,ST PETER'S C OF E,101139
201718,213,2133653,Christ Church Bentinck School,101147
201718,213,2134628,The Grey Coat Hospital,138313
201718,213,2134687,Westminster City School,138312
201718,301,3011100,Barking and Dagenham Tuition Service,132816
201718,301,3012015,Ripple Primary School,101198
201718,301,3014021,Barking Abbey School,101241
201718,301,3014024,Eastbury Community School,101244
201718,302,3022011,Church Hill Primary School,101266
201718,302,3022014,Colindale School,101269
201718,302,3022027,Garden Suburb Junior,101281
201718,302,3022043,Moss Hall Junior School,101294
201718,302,3022044,Moss Hall Infant School,101295
201718,302,3022070,Sunnyfields Primary School,101311
201718,302,3022076,Wessex  Gardens Primary School,131617
201718,302,3023316,Trent  C of E Primary School,101328
201718,302,3023501,Our Lady of Lourdes School,101331
201718,302,3023506,St Vincent's Catholic Primary School,101334
201718,302,3023520,Akiva School,135086
201718,302,3024210,COPTHALL SCHOOL,138685
201718,302,3025404,St Michaels Catholic Grammar School,101361
201718,302,3025405,Finchley Catholic High School,101362
201718,302,3025409,Hasmonean High School,137539
201718,302,3026906,Wren Academy,135507
201718,302,3027000,Oak Lodge Special School,143865
201718,303,3032002,Danson Primary School,101403
201718,303,3032022,Christ Church (Erith) C of E Primary,139212
201415,303,3032035,Lessness Heath Primary School,101424
200708,303,3032055,Colyers Primary School,101433
201718,303,3032065,Northwood Primary School,144540
201718,303,3032081,NORTHUMBERLAND HEATH PRIMARY,137380
201718,303,3033506,ST PETER CHANEL CATHOLIC PRIMARY SCHOOL,101461
201213,303,3033509,Christ Church C of E Primary,134358
201718,303,3034022,Erith School,136330
201718,304,3041001,Fawood Children's Centre,101490
